Title_ID,Serial_Num,XMID,Full_Name,Title_Name,Filename,AKA,Features,Publisher,Region,XBE_Rating,Cover_Rating,Cover_Stats,UPC,Version,Media_Type,Init_Flags,Entry_Point,Cert_Timestamp,XDK_Ver,Redump_MD5,XBE_MD5
4541003E,EA-062,EA06203E,Le Seigneur des Anneaux: Le Retour du Roi ,The Return of the King™,"Seigneur des Anneaux, Le - Le Retour du Roi (France)","[[""The Lord of the Rings: The Return of the King"",""EA06202E""]]","{""0"":[[1,1,1,2],[1,3,9],[0,5],[1,6],[0,2],[0,0],[0,0],[0,0]]}",Electronic Arts (EA),(4) PAL,(0) RP - ALL,"[[""PEGI"",""03W-12"",[7]]]","[""PAL-FRA""]","[""5030931035111""]",0x00000003,(0x00000002) XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8EDABCA) Retail,Fri Oct 10 22:32:51 2003,5558,1ca354fa9b4ba668a8c32ac21b6d0e0d,7599B668EEF8E8AA1615233220661A32
4541003E,EA-062,EA06205E,Il Signore degli Anelli: Il ritorno del Re ,The Return of the King™,"Signore degli Anelli, Il - Il ritorno del Re (Italy)","[[""The Lord of the Rings: The Return of the King"",""EA06202E""]]",,Electronic Arts (EA),(4) PAL,(0) RP - ALL,,,,0x00000005,(0x00000002) XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8EDABCA) Retail,Thu Oct 09 21:39:23 2003,5558,84a5ddb7a8ec0cb5ed1abaec180608bb,F7A0B19B5B390BB3189221BAA2D83873
4541003E,EA-062,EA06206E,El Señor de los Anillos: El Retorno del Rey ,The Return of the King™,"Senor de los Anillos, El - El Retorno del Rey (Spain)","[[""The Lord of the Rings: The Return of the King"",""EA06202E""]]",,Electronic Arts (EA),(4) PAL,(0) RP - ALL,,,,0x00000006,(0x00000002) XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8EDABCA) Retail,Fri Oct 10 04:44:35 2003,5558,db92ca0a8e5e77006fd03b2f884aee26,811D6E76401815CC67D48CF7974EE840
4541003F,EA-063,EA06301A,Medal of Honor: Rising Sun ,Medal of Honor Rising Sun,Medal of Honor - Rising Sun (USA),,"{""0"":[[1,1,1,4],[1,3,11],[0,5],[1,6],[0,2],[0,9],[0,0],[0,0]]}",Electronic Arts (EA),(1) USA / Canada,(3) T - Teen,"[[""ESRB"",""03-T"",[31]]]","[""NTSC-U""]","[""014633147087""]",0x00017C01,(0x00000002) XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8E63FF4) Retail,Thu Oct 23 05:14:47 2003,5455,299eee90112746db31e123bfaf933cea,929D46761264D6DFD1ADE5CC0404599B
4541003F,EA-063,EA06302E,Medal of Honor: Rising Sun ,Medal of Honor Rising Sun,"Medal of Honor - Rising Sun (Europe) (En,Es,It,Nl,Sv)",,,Electronic Arts (EA),(4) PAL,(0) RP - ALL,,"[""PAL-GBR"", ""PAL-NLD""]",,0x00017C02,(0x00000002) XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8E63FF4) Retail,Wed Oct 29 20:27:33 2003,5455,99b061179434d2ac219c6fc54c210479,ECE4AB7C1AC1E9A61066589A77A01035
4541003F,EA-063,EA06303J,Medal of Honor: Rising Sun ,Medal of Honor Rising Sun,Medal of Honor - Rising Sun (Asia),,,Electronic Arts (EA),(2) Japan,(0) RP - ALL,,,,0x00017C03,(0x00000002) XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8E63FF4) Retail,Wed Oct 29 07:50:35 2003,5455,81dd14a3ae82cad90261046dd912e3e1,75BAB7A0DCE25CD5C900860C41440D73
4541003F,EA-063,EA06304E,Medal of Honor: Soleil Levant ,Medal of Honor Rising Sun,Medal of Honor - Soleil Levant (France),,,Electronic Arts (EA),(4) PAL,(0) RP - ALL,,"[""PAL-FRA""]",,0x00017C04,(0x00000002) XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8E63FF4) Retail,Sat Oct 25 22:25:20 2003,5455,f1f49b163e4223d41ff08d1536d46301,224743C85A414633457051C9D56DA1E0
4541003F,EA-063,EA06305E,Medal of Honor: Rising Sun ,Medal of Honor Rising Sun,Medal of Honor - Rising Sun (Germany),,,Electronic Arts (EA),(4) PAL,(0) RP - ALL,,"[""PAL-DEU""]",,0x00017C05,(0x00000002) XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8E63FF4) Retail,Sat Oct 25 22:24:11 2003,5455,2634573c7064b3928569c87e839ca80b,C2B1A39EFE09B433A102269DF80BC84E
45410041,EA-065,EA06501E,Total Club Manager 2004 ,TCM 2004,"Total Club Manager 2004 (Europe) (En,De)","[[""Fussball Manager 2004"",""""]]",,Electronic Arts (EA),(4) PAL,(0) RP - ALL,,"[""PAL-GBR"", ""PAL-DEU""]",,0x00000001,(0x00000002) XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8F26CFB) Retail,Fri Nov 07 21:11:54 2003,5455,0d1a0335fbe51e82c23aa6120eb49440,F8E53492300427C90BEA572D9D68FE64
45410042,EA-066,EA06601A,007: Everything or Nothing ,James Bond 007: Everything or Nothing,007 - Everything or Nothing (USA),,"{""0"":[[1,1,1,2],[0,3],[0,5],[1,6],[0,2,2,10],[1,9],[0,0],[0,0]]}",Electronic Arts (EA),(1) USA / Canada,(3) T - Teen,"[[""ESRB"",""03-T"",[25,31]]]","[""NTSC-U""]","[""014633147155""]",0x00000001,(0x00000202) Chihiro_MEDIA_BOARD + XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8FA4E3E) Retail,Tue Jan 20 07:30:09 2004,5659,2ffbdc405f045861297e4fc7d2bd0dbf,80AD342F7EA0D5C01AAD8569AAB15876
45410042,EA-066,EA06604E,007: Everything or Nothing ,James Bond 007: Everything or Nothing,"007 - Everything or Nothing (Europe) (Fr,De)","[[""007: Alles oder Nichts"",""""]]","{""0"":[[1,1,1,4],[0,3],[0,5],[1,6],[0,2],[0,18],[0,0],[0,0]]}",Electronic Arts (EA),(4) PAL,(0) RP - ALL,"[[""USK"",""03-16"",[16]],[""PEGI"",""03W-12"",[7]]]","[""PAL-DEU"", ""PAL-FRA""]","[""5030932035431"",""""]",0x00000004,(0x00000202) Chihiro_MEDIA_BOARD + XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8FA4BCE) Retail,Fri Jan 23 21:36:08 2004,5659,40738893c4b23c28362cf66d6dcef8e7,A9CF3049A873C0AE7F70B49CF5B21625
45410042,EA-066,EA06602E,007: Everything or Nothing ,James Bond 007: Everything or Nothing,"007 - Everything or Nothing (Europe) (En,Es,It,Nl,Sv)",,"{""0"":[[1,1,1,4],[0,3],[0,5],[1,6],[0,2],[0,18],[0,0],[0,0]]}",Electronic Arts (EA),(4) PAL,(0) RP - ALL,"[[""PEGI"",""03W-12"",[7]]]","[""PAL-GBR""]","[""5030930035433""]",0x00000002,(0x00000202) Chihiro_MEDIA_BOARD + XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8FA4BCE) Retail,Fri Jan 23 22:51:11 2004,5659,6ddb377f3b5018c0b68559ea6b08b497,ECBB992989CCCAA27533AAB687C4616A
45410043,EA-067,EA06701A,The Sims: Bustin' Out ,,"Sims, The - Bustin' Out (USA)",,,Electronic Arts (EA),(1) USA / Canada,(3) T - Teen,,"[""NTSC-U""]",,0x00000001,(0x00000002) XBOX DVD,(0x00000007) 64MB RAM limit + Format Utility Drive + Mount Utility Drive,(0xA8EC5909) Retail,Thu Nov 20 06:29:19 2003,5558,9de5f67be3fbfa300bdab1fc8bd52f3e,CF9D0550CF0C0F883FC12F86655EB2D1
45410043,EA-067,EA06704J,The Sims: Bustin' Out ,,"Sims, The - Bustin' Out (Asia)",,,Electronic Arts (EA),(2) Japan,(0) RP - ALL,,,,0x00000004,(0x00000202) Chihiro_MEDIA_BOARD + XBOX DVD,(0x00000007) 64MB RAM limit + Format Utility Drive + Mount Utility Drive,(0xA8EC5179) Retail,Wed Nov 26 07:41:52 2003,5558,d435ded5ee85ca5a0fdae4b2feacc4ff,F7DD44623160CE0B54C4525DC3AC094C
45410043,EA-067,EA06702E,The Sims: Bustin' Out ,,"Sims, The - Bustin' Out (Europe) (En,Fr,De,Es,It,Nl)",,,Electronic Arts (EA),(4) PAL,(0) RP - ALL,,"[""PAL-GBR"", ""PAL-DEU"", ""PAL-DEU-Classics"", ""PAL-AUS-Classics"", ""PAL-NLD""]",,0x00000002,(0x00000002) XBOX DVD,(0x00000007) 64MB RAM limit + Format Utility Drive + Mount Utility Drive,(0xA8EC5827) Retail,Sat Nov 22 00:05:27 2003,5558,a18ef51a31c143d8faf13b592fe68b67,33631F733A22F9AC69396C6493C7B565
45410044,EA-068,EA06801A,NCAA March Madness 2004 ,NCAA March Madness 2004,NCAA March Madness 2004 (USA),,,Electronic Arts (EA),(1) USA / Canada,(4) E - Everyone,,"[""NTSC-U""]",,0x00000001,(0x00000002) XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8FD4C5C) Retail,Thu Oct 23 07:06:27 2003,5455,2c72cf0fbdcfcf0659358a3cd722cbad,39F3101E61B9F5100A0C485DA03422AF
45410045,EA-069,EA06901A,MVP Baseball 2004 ,MVP Baseball 2004,MVP Baseball 2004 (USA),,,Electronic Arts (EA),(1) USA / Canada,(4) E - Everyone,,"[""NTSC-U""]",,0x00000001,(0x00000202) Chihiro_MEDIA_BOARD + XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8D0141E) Retail,Thu Feb 12 06:10:29 2004,5659,8f937f45e3630b18ae76a78100c0be10,C808309E69DC6A0070D5DC13427B7A7E
45410047,EA-071,EA07101A,Need for Speed: Underground ,NFS:Underground,Need for Speed - Underground (USA),,"{""0"":[[1,1,1,2],[1,3,11],[0,5],[1,6],[0,2],[0,8],[0,0],[0,0]]}",Electronic Arts (EA),(1) USA / Canada,(4) E - Everyone,"[[""ESRB"",""03-E"",[25,32]],[""ESRB"",""03-E"",[25,33]]]","[""NTSC-U"", ""NTSC-U-Platinum""]","[""014633147032"",""014633147032""]",0x00000001,(0x00000002) XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8EA14FD) Retail,Wed Oct 22 06:27:04 2003,5558,f3eec6ca8713af79c2325a0c314e85c2,12BE2D31B0A33868BD037DC73EB5766D
45410047,EA-071,EA07102E,Need for Speed: Underground ,NFS:Underground,"Need for Speed - Underground (Europe) (En,Fr,De)",,"{""0"":[[1,1,1,2],[0,3],[0,5],[1,6],[0,2],[0,0],[0,0],[0,0]]}",Electronic Arts (EA),(4) PAL,(0) RP - ALL,"[[""PEGI"",""03W-3"",[]],[""PEGI"",""03B-3"",[]],[""USK"",""03-0"",[0]],[""PEGI"",""03W-3"",[]],[""PEGI"",""03B-3"",[]],[""PEGI"",""03W-3"",[]],[""ACB"",""94-G"",[]]]","[""PAL-GBR"", ""PAL-GBR-Classics"", ""PAL-DEU"", ""PAL-FRA"", ""PAL-FRA-Classics"", ""PAL-ESP"", ""PAL-AUS-Classics""]","[""5030930036195"",""5030930040109"",""5030932036193"",""5030931036194"",""5030939040100"",""5030934036191"",""5030941040105""]",0x00000002,(0x00000002) XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8EA14FD) Retail,Thu Oct 23 21:03:21 2003,5558,74fe320a5052f2f8fdd506a2088929e2,5D15C3AF261064B4A9C9CD535649CAC4
45410047,EA-071,EA07103J,Need for Speed: Underground ,NFS:Underground,Need for Speed - Underground (Asia),,,Electronic Arts (EA),(2) Japan,(0) RP - ALL,,,,0x00000003,(0x00000002) XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8EA14FD) Retail,Sat Oct 25 06:43:20 2003,5558,2f56499940ab5eb6890d8da1067c5bef,99ED536B0E745A18A591159E8735A192
45410048,EA-072,EA07201A,NFL Street ,NFL STREET,NFL Street (USA),,,Electronic Arts (EA),(1) USA / Canada,(4) E - Everyone,,"[""NTSC-U"", ""NTSC-U-Platinum""]",,0x00000001,(0x00000202) Chihiro_MEDIA_BOARD + XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8E93CEC) Retail,Wed Nov 26 07:48:57 2003,5659,5f7cbada63db565f824f35b7702a3856,33EAF6CE71742A7A8B5F540CFD65AF28
45410048,EA-072,EA07202E,NFL Street ,NFL STREET,NFL Street (Europe),,,Electronic Arts (EA),(4) PAL,(0) RP - ALL,,"[""PAL-GBR""]",,0x00000002,(0x00000202) Chihiro_MEDIA_BOARD + XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8E93C9C) Retail,Fri Dec 05 21:11:42 2003,5659,7bb148386daf50072cc6bf0b65b48824,17535118A2C9B1B89B3DE89D9974E0F8
45410049,EA-073,EA07301A,Def Jam: Fight for NY,DJFFNY,Def Jam - Fight for NY (USA),,"{""0"":[[1,1,1,4],[0,3],[0,5],[1,6],[0,2],[0,9],[0,0],[0,0]]}",Electronic Arts (EA),(1) USA / Canada,(2) M - Mature,"[[""ESRB"",""03-M17"",[3,19,22,31]]]","[""NTSC-U""]","[""014633147551""]",0x00000001,(0x00000202) Chihiro_MEDIA_BOARD + XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8E334FC) Retail,Sat Aug 28 06:16:59 2004,5849,85725321fef4396d020b624cad8e2531,F968716BE5A1B63C36B4BA61F6EF1452
45410049,EA-073,EA07302E,Def Jam: Fight for NY,DJFFNY,"Def Jam - Fight for NY (Europe) (En,Fr)",,"{""0"":[[1,1,1,4],[0,3],[0,5],[0,0],[1,6],[0,2],[0,0],[0,0]]}",Electronic Arts (EA),(4) PAL,(0) RP - ALL,"[[""BBFC"",""02-18"",[]]]","[""PAL-GBR""]","[""5030930038762""]",0x00000002,(0x00000202) Chihiro_MEDIA_BOARD + XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8E3325C) Retail,Fri Aug 27 18:05:49 2004,5849,8f59071ba04d98b08440a2a56e19ccae,EB557CA9018454CDFB7F96F58BB1CE5E
4541004A,EA-074,EA07407A,UEFA Euro 2004: Portugal ,UEFA EURO 2004,UEFA Euro 2004 - Portugal (USA),,,Electronic Arts (EA),(1) USA / Canada,(4) E - Everyone,,"[""NTSC-U""]",,0x00000007,(0x00000202) Chihiro_MEDIA_BOARD + XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8D9F7FE) Retail,Thu Apr 01 06:58:30 2004,5849,af1030765455eb22345f0d3910758492,1B707E074D479B2ADBA31238ACCC2222
4541004A,EA-074,EA07413E,UEFA Euro 2004: Portugal ,UEFA EURO 2004,UEFA Euro 2004 - Portugal (Spain),,,Electronic Arts (EA),(4) PAL,(0) RP - ALL,,,,0x0000000D,(0x00000202) Chihiro_MEDIA_BOARD + XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8D9F7FE) Retail,Thu Apr 15 18:46:44 2004,5849,4a0a929c3e7612627e62759243475966,CD0BC556FF907B8B0260A49C6A634147
4541004A,EA-074,EA07411E,UEFA Euro 2004: Portugal ,UEFA EURO 2004,UEFA Euro 2004 - Portugal (Germany),,,Electronic Arts (EA),(4) PAL,(0) RP - ALL,,,,0x0000000B,(0x00000202) Chihiro_MEDIA_BOARD + XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8D9F7FE) Retail,Wed Apr 14 19:58:55 2004,5849,8105992a5a6cc4681042956bd6711ce1,91F6A80362CC2F45C2EAA27C09E5D2EB
4541004A,EA-074,EA07412E,UEFA Euro 2004: Portugal ,UEFA EURO 2004,UEFA Euro 2004 - Portugal (Italy),,,Electronic Arts (EA),(4) PAL,(0) RP - ALL,,,,0x0000000C,(0x00000202) Chihiro_MEDIA_BOARD + XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8D9F7FE) Retail,Wed Apr 14 20:27:45 2004,5849,084a5fc743423f77852e8c73c8517bbe,16C3BEC2096DDC9E890DA2B258B47E52
4541004A,EA-074,EA07410E,UEFA Euro 2004: Portugal ,UEFA EURO 2004,UEFA Euro 2004 - Portugal (France),,,Electronic Arts (EA),(4) PAL,(0) RP - ALL,,,,0x0000000A,(0x00000202) Chihiro_MEDIA_BOARD + XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8D9F7FE) Retail,Wed Apr 14 22:49:48 2004,5849,e62dab4deb338707611ac485897c1c0d,BAD822009B389C1EBD59CE8A3F9A6E38
4541004A,EA-074,EA07409E,UEFA Euro 2004: Portugal ,UEFA EURO 2004,UEFA Euro 2004 - Portugal (Europe),,,Electronic Arts (EA),(4) PAL,(0) RP - ALL,,"[""PAL-GBR""]",,0x00000009,(0x00000202) Chihiro_MEDIA_BOARD + XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8D9F7FE) Retail,Wed Apr 14 20:15:30 2004,5849,7d23702ee9d2a61ad75f1a3465347b70,E34550F582FB3E5BED1C914067172723
4541004B,EA-075,EA07501A,Fight Night 2004 ,Fight Night 2004,Fight Night 2004 (USA),,,Electronic Arts (EA),(1) USA / Canada,(3) T - Teen,,"[""NTSC-U""]",,0x00000001,(0x00000202) Chihiro_MEDIA_BOARD + XBOX DVD,(0x00000007) 64MB RAM limit + Format Utility Drive + Mount Utility Drive,(0xA8E037AD) Retail,Wed Feb 18 07:53:01 2004,5659,ba80ea0536bfe000c2b2709c6813b050,D4422AB907B4C2B0E17B94C2DDB74F8C
4541004B,EA-075,EA07502E,Fight Night 2004 ,Fight Night 2004,"Fight Night 2004 (Europe) (En,Fr,De)",,,Electronic Arts (EA),(4) PAL,(0) RP - ALL,,"[""PAL-GBR"", ""PAL-DEU"", ""PAL-AUS""]",,0x00000002,(0x00000202) Chihiro_MEDIA_BOARD + XBOX DVD,(0x00000007) 64MB RAM limit + Format Utility Drive + Mount Utility Drive,(0xA8E0D04D) Retail,Thu Mar 25 00:17:30 2004,5659,c90ba4bdd9384f8b9a3061c2f92fa80d,43813382D2EE4C1FB43F9DB676DF489C
4541004C,EA-076,EA07602A,Harry Potter and the Prisoner of Azkaban,Harry Potter: POA,Harry Potter and the Prisoner of Azkaban (USA),,,Electronic Arts (EA),(1) USA / Canada,(4) E - Everyone,,"[""NTSC-U""]",,0x00000002,(0x00000202) Chihiro_MEDIA_BOARD + XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8FD4670) Retail,Tue May 18 05:17:46 2004,5849,12e909a2e0c885922229df3bff8dac87,AB58693B7EC2B453417DEF58F9B3FDE7
4541004C,EA-076,EA07601E,Harry Potter and the Prisoner of Azkaban,Harry Potter: POA,"Harry Potter and the Prisoner of Azkaban (Europe) (En,Fr,De,Es,It,Nl,Sv)",,"{""0"":[[1,1,1],[0,3],[0,5],[1,6],[0,2],[0,0],[0,0],[0,0]]}",Electronic Arts (EA),(4) PAL,(0) RP - ALL,,"[""PAL-GBR""]",,0x00000001,(0x00000202) Chihiro_MEDIA_BOARD + XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8FD4670) Retail,Mon May 17 18:57:54 2004,5849,5a8ce87007a088f571a058f76a1f93d4,07C4B89D54FB5B6A9921D4C91DD39714
4541004D,EA-077,EA07703A,Madden NFL 2005,Madden NFL 2005,Madden NFL 2005 (USA),,"{""0"":[[1,1,1,4],[1,3,87],[1,5],[1,6],[0,2],[1,9],[1,17],[1,28],[1,27],[1,30],[1,31],[1,32]]}",Electronic Arts (EA),(1) USA / Canada,(4) E - Everyone,"[[""ESRB"",""03-E"",[]]]","[""NTSC-U""]","[""014633147667""]",0x00000003,(0x00000202) Chihiro_MEDIA_BOARD + XBOX DVD,(0x00000004) 64MB RAM limit,(0xA8D6B8A7) Retail,Tue Jul 13 04:55:56 2004,5849,e07da60e40cf603f295d32f6daab3d7f,2336F8E024B07C5D7135547727BF29AB
4541004D,EA-077,EA07702E,Madden NFL 2005,Madden NFL 2005,Madden NFL 2005 (Europe),,,Electronic Arts (EA),(4) PAL,(0) RP - ALL,,"[""PAL-GBR""]",,0x00000002,(0x00000202) Chihiro_MEDIA_BOARD + XBOX DVD,(0x00000004) 64MB RAM limit,(0xA8D4BC55) Retail,Wed Aug 11 18:09:56 2004,5849,5902c390c98b91c1e6f86c4b955e7b48,2E45C9335640868AA4B9934437E7DEBE
4541004E,EA-078,EA07803E,FIFA Football 2005,FIFA Football 2005,"FIFA Football 2005 (Europe) (Fr,De)",,,Electronic Arts (EA),(4) PAL,(0) RP - ALL,,"[""PAL-DEU""]",,0x00000003,(0x00000202) Chihiro_MEDIA_BOARD + XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8D268A8) Retail,Fri Sep 10 21:45:03 2004,5849,91780d78b3f7e508633a592c330946d9,F59B1A4E278881775AEE43EB3AD5D551
4541004E,EA-078,EA07805E,FIFA Football 2005,FIFA Football 2005,FIFA Football 2005 (Italy),,,Electronic Arts (EA),(4) PAL,(0) RP - ALL,,,,0x00000005,(0x00000202) Chihiro_MEDIA_BOARD + XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8D268A8) Retail,Fri Sep 10 22:26:04 2004,5849,04402067c61b2925975d5d2beaa29472,37BF24B465F7400B7CA655DF5F4EF85F
4541004E,EA-078,EA07804E,FIFA Football 2005,FIFA Football 2005,FIFA Football 2005 (Spain),,,Electronic Arts (EA),(4) PAL,(0) RP - ALL,,,,0x00000004,(0x00000202) Chihiro_MEDIA_BOARD + XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8D268A8) Retail,Fri Sep 10 22:29:26 2004,5849,d0cf722d44dd1562962ada95602e88aa,D15F91FDF93370353AAB25AFE3370F25
4541004E,EA-078,EA07806E,FIFA Football 2005,FIFA Football 2005,"FIFA Football 2005 (Europe) (En,Nl,Sv,No,Da,El)",,,Electronic Arts (EA),(4) PAL,(0) RP - ALL,,,,0x00000006,(0x00000202) Chihiro_MEDIA_BOARD + XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8D268A8) Retail,Mon Sep 13 20:50:29 2004,5849,de5139943d2c06459c8e06fd8d5ae6d4,A85E82184A43F72E61CFA5A567FEC523
4541004E,EA-078,EA07807E,FIFA Football 2005,FIFA Football 2005,FIFA Football 2005 (Europe),,,Electronic Arts (EA),(4) PAL,(0) RP - ALL,,"[""PAL-GBR""]",,0x00000007,(0x00000202) Chihiro_MEDIA_BOARD + XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8D268A8) Retail,Fri Sep 10 21:47:01 2004,5849,0bc96db78a6e6af6a798b0297f120398,BA53D3904FD2B992EB8A5A28F90CE9C4
4541004E,EA-078,EA07801A,FIFA Soccer 2005,FIFA Soccer 2005,FIFA Soccer 2005 (USA),,,Electronic Arts (EA),(1) USA / Canada,(4) E - Everyone,,"[""NTSC-U""]",,0x00000001,(0x00000202) Chihiro_MEDIA_BOARD + XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8D268A8) Retail,Wed Sep 22 09:33:22 2004,5849,27ad00248bf04ecd3f2679ed31ff7d5f,87EED34AB6F80FAF001378074B6E9095
4541004E,EA-078,EA07808J,FIFA Soccer 2005,FIFA Soccer 2005,FIFA Soccer 2005 (Asia),,,Electronic Arts (EA),(2) Japan,(0) RP - ALL,,,,0x00000008,(0x00000202) Chihiro_MEDIA_BOARD + XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8D268A8) Retail,Wed Sep 22 12:11:28 2004,5849,f7c6f33c5b5d5e328e64d4eca7c4b1dc,852E6B15F9A8E9AFD9EC33D8DA6CC362
4541004F,EA-079,EA07901A,NHL 2005,NHL 2005,NHL 2005 (USA),,,Electronic Arts (EA),(1) USA / Canada,(4) E - Everyone,,"[""NTSC-U""]",,0x00000001,(0x00000202) Chihiro_MEDIA_BOARD + XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8DC522A) Retail,Fri Sep 03 05:52:32 2004,5849,e942f51745215eeba618437ae060a947,D83E225DFE1B29E906EDB77A481F3275
4541004F,EA-079,EA07902E,NHL 2005,NHL 2005,"NHL 2005 (Europe) (En,Fr,De,Sv,Fi)",,,Electronic Arts (EA),(4) PAL,(0) RP - ALL,,"[""PAL-DEU"", ""PAL-FIN"", ""PAL-AUS""]",,0x00000002,(0x00000202) Chihiro_MEDIA_BOARD + XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8E354C2) Retail,Wed Sep 01 20:24:52 2004,5849,cf327168802fbb75c7972b51ffa7e185,07321560C34CB567997547B35E00BE67
45410050,EA-080,EA08001A,NBA Live 2005,NBA LIVE 2005,NBA Live 2005 (USA),,,Electronic Arts (EA),(1) USA / Canada,(4) E - Everyone,,"[""NTSC-U""]",,0x00000001,(0x00000202) Chihiro_MEDIA_BOARD + XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8FD4732) Retail,Sat Sep 18 09:55:47 2004,5849,5657da7975c7dc06b8e58c0c02a7311a,7A33024EA518B3DB8717F991C121219D
45410050,EA-080,EA08005J,NBA Live 2005,NBA LIVE 2005,NBA Live 2005 (Asia),,,Electronic Arts (EA),(2) Japan,(0) RP - ALL,,,,0x00000005,(0x00000202) Chihiro_MEDIA_BOARD + XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8FD4732) Retail,Sat Sep 18 05:27:10 2004,5849,5011620fbef4c695779b0c2c0bff1229,CE4528425390F7B2E2B1248B9D34EFAE
45410050,EA-080,EA08003E,NBA Live 2005,NBA LIVE 2005,NBA Live 2005 (France),,,Electronic Arts (EA),(4) PAL,(0) RP - ALL,,,,0x00000003,(0x00000202) Chihiro_MEDIA_BOARD + XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8FD4732) Retail,Tue Sep 21 20:19:41 2004,5849,37e87457f6fb733becf09cd82119fbab,86065A9FC1C781F27609D0A48371FA43
45410050,EA-080,EA08004E,NBA Live 2005,NBA LIVE 2005,NBA Live 2005 (Spain),,,Electronic Arts (EA),(4) PAL,(0) RP - ALL,,,,0x00000004,(0x00000202) Chihiro_MEDIA_BOARD + XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8FD4732) Retail,Tue Sep 21 20:20:04 2004,5849,0f2eb216952f9f977bae5efbf2fa75c7,2770F9BB33D0EF73585FBFB09BC83E75
45410050,EA-080,EA08002E,NBA Live 2005,NBA LIVE 2005,"NBA Live 2005 (Europe) (En,De,It)",,,Electronic Arts (EA),(4) PAL,(0) RP - ALL,,,,0x00000002,(0x00000202) Chihiro_MEDIA_BOARD + XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8FD4732) Retail,Tue Sep 21 20:22:19 2004,5849,b14be22fb46a4f7afc4cbb8ce6afbd47,C4FCF8789C6BFD3C5E12A434601B4BC1
